dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
seq_scope_x_mous_seqscopex_pr,Seq-Scope-X mouse spleen proteome dataset,Seq-Scope-X (Proteomics),,unknown,mouse,spleen,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
seq_scope_x_dmaa_st,Seq-Scope-X DMAA mouse spleen proteome dataset,Seq-Scope-X with DMAA chemistry (Proteomics),,unknown,mouse,spleen,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
liu2022_stereo,stereo-seq (Zebrafish embryo),stereo-seq,spatial transcriptomics,yes,zebrafish,embryo,,,,https://db.cngb.org/search/project/CNP0002220,,,"Liu et al., Spatiotemporal mapping of gene expression landscapes and developmental trajectories during zebrafish embryogenesis, Dev Cell (2022)",https://doi.org/10.1101/2021.10.21.465298,2022,no,,"accession CNP0002220 found in the original publication (sole accession in that paper), verified live"
xu2022_unknown,mouse brain multi-omics dataset,,,unknown,mouse,brain,,,,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11264,,,"Xu et al., ISSAAC-seq enables sensitive and flexible multimodal profiling of chromatin accessibility and gene expression in single cells, Nat Methods (2022)",https://doi.org/10.1101/2022.01.16.476488,2022,no,,"accession E-MTAB-11264 found in the original publication (sole accession in that paper), verified live"
navarro2020_st,Hippocampus 1,ST,spatial transcriptomics,unknown,Mouse,Brain (Nervous Tissue),,,,https://data.mendeley.com/datasets/6s959w2zyr/1,,,"Navarro et al., Spatial Transcriptomics Reveals Genes Associated with Dysregulated Mitochondrial Functions and Stress Signaling in Alzheimer Disease, iScience (2020)",https://doi.org/10.1016/j.isci.2020.101556,2020,no,,
gong2024_stereo,Mouse brain Stereo-seq data (sample C04042E3),Stereo-seq,spatial transcriptomics,yes,Mouse,Brain (Nervous Tissue),,,,http://116.6.21.110:8090/share/7f5966d8-ca8c-482f-ac43-db5786414897,,,"Gong et al., SAW: an efficient and accurate data analysis workflow for stereo-seq spatial transcriptomics (2024)",https://doi.org/10.46471/gigabyte.111,2024,no,,also: https://db.cngb.org/stomics/datasets/STDS0000234
marshall2022_slideseq,Slide-seqV2 human and mouse kidney dataset,Slide-seqV2,spatial transcriptomics,yes,Mouse,Kidney,,,,https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a,,,"Marshall et al., High-resolution Slide-seqV2 spatial transcriptomics enables discovery of disease-specific cell neighborhoods and pathways, iScience (2022)",https://doi.org/10.1016/j.isci.2022.104097,2022,no,,also: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055
sampath2023_slideseq,Slide-seq mouse E8.5 embryo data,Slide-seqV2,spatial transcriptomics,yes,Mouse,Embryo,,,,GSE197353,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE197353&format=file,,"Sampath Kumar et al., Spatiotemporal transcriptomic maps of whole mouse embryos at the onset of organogenesis, Nature Genetics (2023)",https://doi.org/10.1038/s41588-023-01435-6,2023,no,,also: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055
palla2022_seqfish,Mouse embryo 2 (E8.5),SeqFISH,spatial transcriptomics,yes,Mouse,Embryo,,,,https://github.com/MarioniLab/SpatialMouseAtlas2020,,,"Palla et al., Squidpy: a scalable framework for spatial omics analysis, Nature Methods (2022)",https://doi.org/10.1038/s41592-021-01358-2,2022,no,,
he2021_starmap,Mouse placenta STARmap data,STARmap,spatial transcriptomics,yes,mouse,placenta,,,,10.24433/CO.6072400.v1,,,"He et al., ClusterMap for multi-scale clustering analysis of spatial gene expression, Nat. Commun. (2021)",,2021,no,,original publication link unresolved (Crossref miss)
visium_colorecta_visium,Visium colorectal cancer dataset (10x Genomics),10x Visium,spatial transcriptomics,yes,Homo sapiens,Breast cancer,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
merscope_breast__merscope,MERSCOPE breast cancer specimen (Vizgen),MERSCOPE,,yes,Homo sapiens,Breast cancer,,,,https://vizgen.com/data-release-program/,,,,,,yes,,original publication link unresolved (Crossref miss)
visium_spatial_t2024_visium,Visium spatial transcriptomics dataset,Visium for FFPE and CytAssist,spatial transcriptomics,yes,human,lung,,,,10.5281/zenodo.10012934,https://zenodo.org/api/records/10012934/files/adata_vis_human_spatial_paper.h5ad/content,,Spatial transcriptomic characterization of pathologic niches in IPF,https://doi.org/10.1126/sciadv.adl5473,2024,yes,,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,spatial transcriptomics,yes,human,lung,,,,,,,Spatial transcriptomic characterization of pathologic niches in IPF,https://doi.org/10.1126/sciadv.adl5473,2024,yes,,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,,unknown,human,lung,,,,,,,Spatial transcriptomic characterization of pathologic niches in IPF,https://doi.org/10.1126/sciadv.adl5473,2024,yes,,
human_liver_reje_imc_2,human liver rejection samples,IMC,spatial proteomics,yes,human,liver,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
song2025_visium,37864231_brain_sagittal_01,10X Visium,spatial transcriptomics,yes,Mus musculus,Brain,,,,10.5281/zenodo.8376876,https://zenodo.org/api/records/8376876/files/data.zip/content,,"Song et al., Spatially resolved mapping of cells associated with human complex traits, Nature (2025)",https://doi.org/10.1038/s41586-025-08757-x,2025,no,,also: https://zenodo.org/record/8376876
pelka2021_merscope,MERSCOPE human colorectal cancer dataset,MERSCOPE,,yes,human,colorectal tumor,,,,https://info.vizgen.com/ffpe-showcase,,,"Pelka et al., Spatially organized multicellular immune hubs in human colorectal cancer, Cell (2021)",https://doi.org/10.1136/jitc-2021-sitc2021.641,2021,no,,
verafish_mouse_h_verafish,VeraFISH mouse hippocampus dataset,VeraFISH,,unknown,mouse,hippocampus,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
merfish_mouse_hi_merfish,MERFISH mouse hippocampus dataset,MERFISH,spatial transcriptomics,yes,mouse,hippocampus,,,,https://doi.org/10.6084/m9.figshare.14531553,,,,,,yes,,original publication link unresolved (Crossref miss)
murine_lymph_nod_visium,murine lymph node dataset,10x Visium,spatial transcriptomics,yes,mouse,lymph node,,,,GSE173778,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE173778&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
gataric2021_iss,targeted ISS of a mouse brain,ISS,spatial transcriptomics,yes,mouse,brain,,,,https://doi.org/10.1101/2021.10.12.464086,,,"Gataric et al., PoSTcode: Probabilistic image-based spatial transcriptomics decoder, Bioinformatics (2021)",https://doi.org/10.1101/2021.10.12.464086,2021,no,,
gse296623_visiumhd,GSE296623,Visium HD,spatial transcriptomics,yes,Human,2D engineered tissues and cell cultures,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296623,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE296623&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
damond2019_imc,IMC pancreas dataset,IMC,spatial proteomics,yes,human,pancreas,,,,http://dx.doi.org/10.17632/cydmwsfztj.2,,,"Damond et al., A map of human type 1 diabetes progression by imaging mass cytometry, Cell Metab (2019)",https://doi.org/10.1016/j.cmet.2018.11.014,2019,no,,also: https://data.mendeley.com/datasets/cydmwsfztj/1
shi2023_starmap,STARMAP Plus mouse brain dataset,STARmap PLUS,spatial transcriptomics,yes,mouse,mouse central nervous system,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP1830,,,"Shi et al., Spatial atlas of the mouse central nervous system at molecular resolution, Nature (2023)",https://doi.org/10.1101/2022.06.20.496914,2023,no,,also: https://zenodo.org/records/8327576
petacc8_visium_visium,PETACC8-Visium,10X Genomics Visium,spatial transcriptomics,yes,Homo Sapiens,Colon Adenocarcinoma,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
jaume2024_visium,HEST-1k,Visium,spatial transcriptomics,yes,Homo Sapiens and Mus Musculus,Multiple organs (26 different organs),,,,,,,"Jaume et al., Hest-1k: A dataset for spatial transcriptomics and histology image analysis, Adv. Neural. Inf. Process. Syst. (2024)",https://doi.org/10.52202/079017-1704,2024,no,,
thymus_st_seq_da_visium,Thymus ST-seq datasets (Thy1 to Thy12),10X Genomics Visium Spatial Gene Expression,spatial transcriptomics,yes,human,thymus,,,,https://ngdc.cncb.ac.cn/gsa-human/s/eOQ2yy34,,,,,,yes,,original publication link unresolved (Crossref miss)
suo2022_visium,Fetal immune system ST samples,10X Visium,spatial transcriptomics,yes,human,thymus,,,,https://developmental.cellatlas.io/fetal-immune,,,"Suo et al., Mapping the developing human immune system across organs, Science (2022)",https://doi.org/10.3410/f.742140369.793593868,2022,no,,
mckellar2021_visium,Regenerating skeletal muscle Visium dataset,Visium,spatial transcriptomics,yes,mouse,skeletal muscle,,notexin injection injury,,GSE161318,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE161318&format=file,,"McKellar et al., Large-scale integration of single-cell transcriptomic data captures transitional progenitor states in mouse skeletal muscle regeneration, Commun. Biol. (2021)",https://doi.org/10.1038/s42003-021-02810-x,2021,no,,
mantri2022_visium,Infected heart tissue Visium dataset,Visium,spatial transcriptomics,yes,mouse,heart,,type 1-Lang reovirus (REOV) oral gavage infection,,GSE189636,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE189636&format=file,,"Mantri et al., Spatiotemporal transcriptomics reveals pathogenesis of viral myocarditis, Nat. Cardiovasc. Res. (2022)",https://doi.org/10.1101/2021.12.07.471659,2022,no,,
spatial_total_rn_visium,Spatial Total RNA-Sequencing (STRS) regenerating skeletal muscle and infected heart dataset,Visium,spatial transcriptomics,yes,mouse,skeletal muscle and heart,,,,GSE200481,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE200481&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
castranio2023_visium,DSID000211 / DSID000213,10X Genomics Visium,spatial transcriptomics,yes,mouse,brain,,,,,,,"Castranio et al., Microglial INPP5D limits plaque formation and glial reactivity in the PSAPP mouse model of Alzheimer’s disease, Alzheimer’s Dement. (2023)",,2023,no,,original publication link unresolved (Crossref miss)
khong2017_unknown,Stress granule dataset,,,unknown,,,,,,,,,"Khong et al., The Stress Granule Transcriptome Reveals Principles of mRNA Accumulation in Stress Granules, Mol Cell (2017)",https://doi.org/10.3410/f.732110920.793547391,2017,no,,
upmc_hnc_codex,UPMC-HNC,CODEX,spatial proteomics,yes,,head and neck squamous cell carcinoma (HNSCC),,,,https://doi.org/10.5281/zenodo.7796393,https://zenodo.org/api/records/7796393/files/denvar.tar.gz/content,,,,,yes,,original publication link unresolved (Crossref miss)
egfr_amplified_g_visium,EGFR-amplified glioblastoma tumor sample,Visium CytAssist,spatial transcriptomics,yes,mouse,brain,,,,GSE279771,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE279771&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
chen2024_stereo,Mouse olfactory bulb dataset,Stereo-seq,spatial transcriptomics,yes,mouse,olfactory bulb,,,,https://github.com/JinmiaoChenLab/SEDR_analyses/tree/master/data,,,"Chen et al., Spatiotemporal transcriptomic atlas of mouse organogenesis using DNA nanoball-patterned arrays, Cell (2024)",https://doi.org/10.3410/f.742107472.793593483,2024,no,,
maynard2024_visium,Human DLPFC dataset,Visium,spatial transcriptomics,yes,human,dorsolateral prefrontal cortex,,,,http://research.libd.org/spatialLIBD/index.html,,,"Maynard et al., Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex, Nature Neuroscience (2024)",https://doi.org/10.7490/f1000research.1118079.1,2024,no,,
malt_tumor_biops_dbit,MALT tumor biopsy / Human MALT sample / Clinical extranodal marginal zone lymphoma,Patho-DBiT,spatial transcriptomics,yes,Human,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue (MALT) tumor biopsy,,,,GSE274641,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE274641&format=file,,,,,yes,,original publication link unresolved (Crossref miss)
mckellar2023_st,STRS mouse heart dataset,STRS,,unknown,Mouse,Heart,,,,GSM6034864,https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6034nnn/GSM6034864/suppl/GSM6034864_Vis_yPAP_3A.kallisto_REO.output.barcodes.txt.gz,,"McKellar et al., Spatial mapping of the total transcriptome by in situ polyadenylation, Nat Biotechnol (2023)",https://doi.org/10.1101/2022.04.20.488964,2023,no,,
crc_spatial_tran_unknown,CRC spatial transcriptomics slices,,,yes,human,colorectal cancer,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
breast_cancer_bl2022_visium,Breast cancer block A section 1 (10x Genomics),Visium,spatial transcriptomics,yes,Human,Breast cancer,,,,https://www.10xgenomics.com/resources/datasets,,,TIST: Transcriptome and Histopathological Image Integrative Analysis for Spatial Transcriptomics,https://doi.org/10.1016/j.gpb.2022.11.012,2022,yes,,
moncada2020_spatialtrans,human pancreatic cancer sample PDAC-A,SpatialTranscriptomics,,yes,human,pancreas (pancreatic ductal adenocarcinoma),,,,,,,"Moncada et al., Integrating microarray-based spatial transcriptomics and single-cell RNA-seq reveals tissue architecture in pancreatic ductal adenocarcinomas, Nat. Biotechnol. (2020)",https://doi.org/10.3410/f.737201328.793570113,2020,no,,
human_colorectal_visium,human colorectal cancer sample human_colorectal,10x Visium,spatial transcriptomics,yes,human,breast cancer,,,,,,,,,,yes,,original publication link unresolved (Crossref miss)
ortiz2020_merfish,Sagittal mouse brain MERFISH dataset,Vizgen MERFISH,spatial transcriptomics,yes,Mouse,Brain (Sagittal),,,,https://alleninstitute.github.io/abc_atlas_access/notebooks/zhuang_merfish_tutorial.html,,,"Ortiz et al., Molecular atlas of the adult mouse brain, Sci Adv. (2020)",https://doi.org/10.1126/sciadv.abb3446,2020,no,,
visium_spatial_t2022_visium,Visium spatial transcriptomics dataset of normal human liver,10X Genomics Visium,spatial transcriptomics,yes,human,normal liver,,,,PRJNA821403,,,Spatial transcriptome profiling of normal human liver,https://doi.org/10.1038/s41597-022-01676-w,2022,yes,,
khong2017_biochemical,Stress granule transcriptome dataset,biochemical purification and sequencing,,unknown,,stress granules,,Sodium arsenite treatment,,,,,"Khong et al., The stress granule transcriptome reveals principles of mRNA accumulation in stress granules, Mol. Cell (2017)",https://doi.org/10.3410/f.732110920.793547391,2017,no,,
chen2020_spatial_tran_2,Whole brain ST dataset,Spatial Transcriptomics,,yes,mouse,brain,,,,GSE152506,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152506/suppl/GSE152506_logCPM_counts.txt.gz,,"Chen et al., Spatial transcriptomics and  in situ  sequencing to study Alzheimer's disease, Cell (2020)",,2020,no,,original publication link unresolved (Crossref miss)
additional_patie_visium,Additional Patient Sample (Visium ST),Visium and PhenoCycler,spatial proteomics,yes,Human,Soft palate OPSCC tumor and healthy paired sample,,,,https://doi.org/10.48610/698bb9e,,,,,,yes,,original publication link unresolved (Crossref miss)
stomach_adenocar_visium,Stomach Adenocarcinoma-G1,10x Visium,spatial transcriptomics,yes,Human,Stomach Adenocarcinoma,,,,https://ega-archive.org/search/EGAS00001005021,,,,,,yes,,also: https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24601original publication link unresolved (Crossref miss)
cao2017_singlecell_r,single-cell RNA Seq / single-cell transcriptomes,single-cell RNA Seq,,unknown,Caenorhabditis elegans,pan-cellular,,,,,,,"Cao et al., Comprehensive single-cell transcriptional profiling of a multicellular organism, Science (2017)",https://doi.org/10.3410/f.728772367.793553294,2017,no,,
spencer2011_sequencing,single-cell transcriptomes (embryonic and larval development),sequencing,,unknown,Caenorhabditis elegans,subsets of cell types throughout embryonic and larval development,,,,,,,"Spencer et al., A spatial and temporal map of C. elegans gene expression, Genome Res (2011)",,2011,no,,original publication link unresolved (Crossref miss)
packer2019_sequencing,pan-cellular sequencing across embryonic development,sequencing,,unknown,Caenorhabditis elegans,embryo,,,,,,,"Packer et al., A lineage-resolved molecular atlas of C. elegans embryogenesis at single-cell resolution, Science (2019)",https://doi.org/10.3410/f.736555918.793565758,2019,no,,
roux2022_sequencing,pan-cellular sequencing throughout aging,sequencing,,unknown,Caenorhabditis elegans,pan-cellular aging organism,,,,,,,"Roux et al., The complete cell atlas of an aging multicellular organism, Genomics. bioRxiv (2022)",https://doi.org/10.1101/2022.06.15.496201,2022,no,,
