dataset_name,platform,modality,species,tissue,disease,n_samples,data_access_link,origin,source_paper_title,source_paper_doi,source_paper_year,source_paper_id,found_via,data_downloadable
Murine Pancreas xDBiT dataset,xDBiT,spatial transcriptomics,mouse,pancreas,healthy,2,,generated,Spatial transcriptomics using multiplexed deterministic barcoding in tissue,10.1038/s41467-023-37111-w,2023,PMC10024691,literature_search,no link
DBiT-seq mouse embryo E10 and E12 datasets,DBiT-seq,spatial transcriptomics,mouse,embryo,healthy,,GSE137986,reused,Spatial transcriptomics using multiplexed deterministic barcoding in tissue,10.1038/s41467-023-37111-w,2023,PMC10024691,literature_search,yes (GEO record GSE137986)
Mouse brain datasets (10x Genomics),Visium,spatial transcriptomics,mouse,brain,healthy,5,https://support.10xgenomics.com/spatial-gene-expression/datasets/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,unverified (site blocks automated checks: http 403)
Mouse kidney dataset (10x Genomics),Visium,spatial transcriptomics,mouse,kidney,healthy,1,https://support.10xgenomics.com/spatial-gene-expression/datasets/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,unverified (site blocks automated checks: http 403)
Human breast cancer datasets (10x Genomics),Visium,spatial transcriptomics,human,breast,cancer,2,https://github.com/JinmiaoChenLab/SEDR_analyses/tree/master/data/BRCA1,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,yes (http 200)
Human heart dataset (10x Genomics),Visium,spatial transcriptomics,human,heart,healthy,1,https://support.10xgenomics.com/spatial-gene-expression/datasets/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,unverified (site blocks automated checks: http 403)
Human lymph node dataset (10x Genomics),Visium,spatial transcriptomics,human,lymph node,healthy,1,https://support.10xgenomics.com/spatial-gene-expression/datasets/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,unverified (site blocks automated checks: http 403)
Human dorsolateral prefrontal cortex (DLPFC) sections (spatialLIBD),Visium,spatial transcriptomics,human,dorsolateral prefrontal cortex,healthy,12,http://spatial.libd.org/spatialLIBD/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,yes (http 200)
Mouse brain coronal hemibrain section (Stereo-seq),Stereo-seq,spatial transcriptomics,mouse,brain,healthy,1,https://db.cngb.org/stomics/mosta/download/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,yes (http 200)
Mouse olfactory bulb sections (Stereo-seq),Stereo-seq,spatial transcriptomics,mouse,olfactory bulb,healthy,2,https://db.cngb.org/stomics/mosta/download/,reused,GNTD: reconstructing spatial transcriptomes with graph-guided neural tensor decomposition informed by spatial and functional relations,10.1038/s41467-023-44017-0,2023,PMC10719260,literature_search,yes (http 200)
Human dorsolateral pre-frontal cortex (DLPFC) dataset,10X Visium,spatial transcriptomics,human,dorsolateral pre-frontal cortex,healthy,12,https://github.com/LieberInstitute/spatialLIBD,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Mouse hippocampus dataset,Slide-seqV2,spatial transcriptomics,mouse,hippocampus,healthy,,https://singlecell.broadinstitute.org/single_cell/study/SCP354/slide-seq-study,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Mouse olfactory bulb dataset,Slide-seqV2,spatial transcriptomics,mouse,olfactory bulb,healthy,,https://singlecell.broadinstitute.org/single_cell/study/SCP815/highly-sensitive-spatial-transcriptomics-at-near-cellular-resolution-with-slide-seqv2#study-summary,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Mouse embryo E9.5 stage dataset (MOSTA database),Stereo-seq,spatial transcriptomics,mouse,embryo,healthy,5,https://db.cngb.org/stomics/mosta/,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Human breast cancer dataset,10X Visium,spatial transcriptomics,human,breast cancer,breast cancer,,https://www.10xgenomics.com/resources/datasets/human-breast-cancer-block-a-section-1-1-standard-1-1-0,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Mouse visual cortex dataset,STARmap,spatial transcriptomics,mouse,visual cortex,healthy,,https://www.dropbox.com/sh/f7ebheru1lbz91s/AADm6D54GSEFXB1feRy6OSASa/visual_1020/20180505_BY3_1kgenes?dl=0&subfolder_nav_tracking=1,reused,stAA: adversarial graph autoencoder for spatial clustering task of spatially resolved transcriptomics,10.1093/bib/bbad500,2024,PMC10772985,literature_search,yes (http 200)
Liu et al. DBiT-seq Embryo,DBiT-seq,spatial transcriptomics,,embryo,,,https://identifiers.org/geo:GSE137986,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Rodriques et al. Slide-seq,Slide-seq,spatial transcriptomics,,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP354/slide-seq-study,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Stickels et al. Slide-seqV2,Slide-seqV2,spatial transcriptomics,,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP815/highly-sensitive-spatial-transcriptomics-at-near-cellular-resolution-with-slide-seqv2,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Vickovic et al. SM-Omics,SM-Omics,,,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP979/sm-omics-an-automated-platform-for-high-throughput-spatial-multi-omics,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Hunter et al. tumour-microenvironment interface,Visium,spatial transcriptomics,,tumor-microenvironment interface,cancer,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159709,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Wu et al. human breast cancers,Visium,spatial transcriptomics,human,breast cancer,breast cancer,,https://zenodo.org/records/4739739#.YY6N_pMzaWC,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,"yes (zenodo record, 5 files)"
Ji et al. human squamous cell carcinoma,ST,spatial transcriptomics,human,squamous cell carcinoma,human squamous cell carcinoma,,https://identifiers.org/geo:GSM4284322,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,yes (http 200)
Mouse embryo E9.5,Visium,spatial transcriptomics,mouse,embryo,,,https://10xgenomics.com,reused,Evaluating spatially variable gene detection methods for spatial transcriptomics data,10.1186/s13059-023-03145-y,2024,PMC10789051,literature_search,"no (link is a site root, not a dataset)"
Xenium In Situ Replicate 1 Human Breast,Xenium,spatial transcriptomics,human,breast,breast cancer,1,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast,reused,Impact of Data Quality on Deep Learning Prediction of Spatial Transcriptomics from Histology Images,10.1101/2025.09.04.674228,2025,PMC12439975,literature_search,yes (http 200)
Xenium In Situ Replicate 2 Human Breast,Xenium,spatial transcriptomics,human,breast,breast cancer,1,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast,reused,Impact of Data Quality on Deep Learning Prediction of Spatial Transcriptomics from Histology Images,10.1101/2025.09.04.674228,2025,PMC12439975,literature_search,yes (http 200)
Visium CytAssist Human Breast,Visium,spatial transcriptomics,human,breast,breast cancer,1,https://www.10xgenomics.com/products/xenium-in-situ/preview-dataset-human-breast,reused,Impact of Data Quality on Deep Learning Prediction of Spatial Transcriptomics from Histology Images,10.1101/2025.09.04.674228,2025,PMC12439975,literature_search,yes (http 200)
Mouse main olfactory bulb HDST dataset,High-Definition Spatial Transcriptomics (HDST),spatial transcriptomics,mouse,main olfactory bulb,healthy,3,,generated,High-definition spatial transcriptomics for  in situ  tissue profiling,10.1038/s41592-019-0548-y,2019,PMC6765407,literature_search,no link
Primary breast cancer HDST dataset,High-Definition Spatial Transcriptomics (HDST),spatial transcriptomics,human,breast,breast cancer,,,generated,High-definition spatial transcriptomics for  in situ  tissue profiling,10.1038/s41592-019-0548-y,2019,PMC6765407,literature_search,no link
Mouse brain M1 region single cell and single nucleus data,10x Chromium 3 v2 sequencing,,mouse,brain (M1 region),healthy,,,reused,High-definition spatial transcriptomics for  in situ  tissue profiling,10.1038/s41592-019-0548-y,2019,PMC6765407,literature_search,no link
Triple negative breast cancer single-cell RNA-seq dataset,single-cell RNA-seq,,human,breast cancer,breast cancer,,GSE118389,reused,High-definition spatial transcriptomics for  in situ  tissue profiling,10.1038/s41592-019-0548-y,2019,PMC6765407,literature_search,yes (GEO record GSE118389)
Public bulk RNA-Seq datasets of mouse main olfactory bulb,bulk RNA-Seq,,mouse,main olfactory bulb,healthy,,PRJNA316587,reused,High-definition spatial transcriptomics for  in situ  tissue profiling,10.1038/s41592-019-0548-y,2019,PMC6765407,literature_search,yes (ENA PRJNA316587)
Tumor and para-carcinoma spatial transcriptomics dataset,10x Genomics Visium,spatial transcriptomics,Human,Thyroid,Papillary thyroid cancer,4,https://ngdc.cncb.ac.cn/gsa-human (HRA003726),generated,Spatial and Single‐Cell Transcriptomics Unraveled Spatial Evolution of Papillary Thyroid Cancer,10.1002/advs.202404491,2024,PMC11727256,literature_search,unverified (unreachable during check: InvalidURL)
Human lymph node dataset,CytAssist Visium platform,spatial transcriptomics,human,lymph node,,2,,reused,Unveiling spatial domains from spatial multi-omics data using dual-graph regularized ensemble learning,10.1038/s42003-025-08372-6,2025,PMC12181418,literature_search,no link
Mouse breast cancer dataset,,,mouse,breast cancer tissue,breast cancer,,,reused,Unveiling spatial domains from spatial multi-omics data using dual-graph regularized ensemble learning,10.1038/s42003-025-08372-6,2025,PMC12181418,literature_search,no link
Mouse brain dataset (postnatal day 22),spatial-ATAC-RNA-seq,,mouse,brain,,,,reused,Unveiling spatial domains from spatial multi-omics data using dual-graph regularized ensemble learning,10.1038/s42003-025-08372-6,2025,PMC12181418,literature_search,no link
"10x Visium datasets (Human and Mouse Brain, Human Lymph Node, Human Prostate Cancer)",10x Visium,spatial transcriptomics,Human and Mouse,"Brain, lymph node, prostate cancer",,,https://www.10xgenomics.com/products/spatial-gene-expression,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (http 200)
Slide-DNA-seq data,Slide-DNA-seq,,,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP1278,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (http 200)
Slide-TCR-seq data,Slide-TCR-seq,,,,,,https://singlecell.broadinstitute.org/single_cell/study/SCP1348/slide-tcr-seq-data,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (http 200)
GSM5519054 Visium Mouse Brain data,10x Visium,spatial transcriptomics,Mouse,Brain,,,GSM5519054,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (GEO record GSM5519054)
Human brain datasets (Libd Human Pilot 10x),10x Visium,spatial transcriptomics,Human,Brain (dorsolateral prefrontal cortex),,12,http://research.libd.org/globus/,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (http 200)
Human brain datasets (AD and normal),10x Visium,spatial transcriptomics,Human,Brain (middle temporal gyrus),Alzheimer's disease,6,GSE220442,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (GEO record GSE220442)
Slide-seqV2 datasets,Slide-seqV2,spatial transcriptomics,Mouse,Brain,,2,https://singlecell.broadinstitute.org/single_cell,reused,Graph Fourier transform for spatial omics representation and analyses of complex organs,10.21203/rs.3.rs-3952048/v1,2024,PMC10896409,literature_search,yes (http 200)
