model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC9663444,PMC9663444,PMC9663444,chen2020_visium,analysis/benchmark,Mouse Brain Datasets (WT and AD)
PMC9663444,PMC9663444,PMC9663444,maynard2021_visium,analysis/benchmark,Human Dorsolateral Prefrontal Cortex (DLPFC) Datasets
PMC11109953,PMC11109953,PMC11109953,maynard2021_visium,analysis/benchmark,DLPFC dataset
PMC11109953,PMC11109953,PMC11109953,moncada2020_spatial_tran,analysis/benchmark,PDAC dataset
PMC11109953,PMC11109953,PMC11109953,wu2021_visium_2,analysis/benchmark,human breast cancer ST dataset
PMC11109953,PMC11109953,PMC11109953,wang2022_slideseq,analysis/benchmark,mouse olfactory bulb dataset
PMC8770822,PMC8770822,PMC8770822,slide_seqv2_huma_slideseq,analysis/benchmark,Slide-seqV2 human and mouse kidney atlas dataset
PMC9945056,PMC9945056,PMC9945056,maynard2021_visium,analysis/benchmark,dorsolateral prefrontal cortex (DLPFC) dataset
PMC9945056,PMC9945056,PMC9945056,lohoff2020_seqfish,analysis/benchmark,embryo dataset
PMC12866849,PMC12866849,PMC12866849,janesick2023_xenium,analysis/benchmark,Xenium lung cancer data
PMC9116229,PMC9116229,PMC9116229,moncada2020_st,analysis/benchmark,PDAC
PMC9116229,PMC9116229,PMC9116229,maynard2021_visium,analysis/benchmark,DLPFC
PMC9164488,PMC9164488,PMC9164488,zhu2018_seqfish,analysis/benchmark,Mouse visual cortex seqFISH dataset
PMC9164488,PMC9164488,PMC9164488,moffitt2018_merfish,analysis/benchmark,Mouse hypothalamic preoptic region MERFISH dataset
PMC9164488,PMC9164488,PMC9164488,vickovic2019_hdst,analysis/benchmark,Mouse olfactory bulb HDST dataset
PMC12828817,PMC12828817,PMC12828817,spatial_tissue_p_timsultra_ai,analysis/benchmark,"spatial tissue proteomics dataset (mouse liver, human tonsil, and human squamous cell carcinoma)"
PMC10864257,PMC10864257,PMC10864257,visium_spatial_t_visium_4,analysis/benchmark,Visium spatial transcriptomics dataset
PMC12261403,PMC12261403,PMC12261403,zhang2021_merfish,analysis/benchmark,MERFISH mouse anterior forebrain sample
PMC12261403,PMC12261403,PMC12261403,xu2022_visium,analysis/benchmark,10x Genomics Visium breast cancer sample
PMC10503835,PMC10503835,PMC10503835,visium_spatial_g_visium_3,analysis/benchmark,Visium Spatial Gene Expression Dataset
PMC12621718,PMC12621718,PMC12621718,eng2019_seqfish,analysis/benchmark,seqFISH+ dataset
PMC12621718,PMC12621718,PMC12621718,wu2021_visium_2,analysis/benchmark,10x Visium breast cancer ST data / 10x Visium human breast cancer / human breast cancer dataset
PMC10312435,PMC10312435,PMC10312435,chen2022_stereo,analysis/benchmark,Stereo-seq mouse brain dataset
PMC10312435,PMC10312435,PMC10312435,cho2021_seqscope,analysis/benchmark,Seq-scope mouse liver dataset
PMC10312435,PMC10312435,PMC10312435,eng2019_seqfish,analysis/benchmark,seqFISH+ NIH/3T3 dataset
PMC10312435,PMC10312435,PMC10312435,fang2022_merfish,analysis/benchmark,MERFISH human brain dataset
PMC12051539,PMC12051539,PMC12051539,soybean_spatial__visium,analysis/benchmark,Soybean spatial transcriptome data
PMC12780049,PMC12780049,PMC12780049,franzen2024_visium,analysis/benchmark,bleomycin-treated mouse lung Visium dataset
PMC12780049,PMC12780049,PMC12780049,azx_treated_rat__visium,analysis/benchmark,AZX-treated rat lung Visium dataset
PMC12780049,PMC12780049,PMC12780049,vicari2024_visium,analysis/benchmark,Spatial Multimodal Analysis (SMA) human and mouse brain dataset
PMC12780049,PMC12780049,PMC12780049,godfrey2025_visium,analysis/benchmark,human breast cancer dataset
PMC10491129,PMC10491129,PMC10491129,fang2022_merfish,analysis/benchmark,MERFISH human cortex dataset
PMC10491129,PMC10491129,PMC10491129,stickels2021_slideseq,analysis/benchmark,Slide-seqV2 mouse hippocampus dataset
PMC10491129,PMC10491129,PMC10491129,russell2024_slidetags,analysis/benchmark,Slide-tags human tonsil dataset
PMC10491129,PMC10491129,PMC10491129,cosmx_melanoma_d_cosmx_2,analysis/benchmark,CosMx melanoma dataset
PMC11705770,PMC11705770,PMC11705770,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC11705770,PMC11705770,PMC11705770,palla2022_visium,analysis/benchmark,Mouse brain fluorescence image dataset
PMC11705770,PMC11705770,PMC11705770,lohoff2020_seqfish,analysis/benchmark,Mouse embryo dataset
PMC11705770,PMC11705770,PMC11705770,moncada2020_st,analysis/benchmark,Human pancreatic cancer dataset
PMC11562840,PMC11562840,PMC11562840,maynard2021_visium,analysis/benchmark,LIBD human dorsolateral prefrontal cortex (DLPFC)
PMC11562840,PMC11562840,PMC11562840,buache2011_visium,analysis/benchmark,10x Visium human breast cancer (HBC)
PMC11562840,PMC11562840,PMC11562840,chen2022_stereo,analysis/benchmark,Stereo-seq mouse olfactory bulb (MOB)
PMC11562840,PMC11562840,PMC11562840,stickels2021_slideseq,analysis/benchmark,Slide-seqV2 mouse olfactory bulb (MOB)
PMC11562840,PMC11562840,PMC11562840,wang2018_starmap,analysis/benchmark,mouse visual cortex (MVC)
PMC11562840,PMC11562840,PMC11562840,codeluppi2018_osmfish,analysis/benchmark,mouse somatosensory cortex (MSC)
BFAST,BFAST: joint dimension reduction and spatial clustering with Bayesian factor analysis for zero-inflated spatial transcriptomics data,https://doi.org/10.1093/bib/bbae594,petukhov2022_merfish,analysis/benchmark,MERFISH mouse ileum dataset
BFAST,BFAST: joint dimension reduction and spatial clustering with Bayesian factor analysis for zero-inflated spatial transcriptomics data,https://doi.org/10.1093/bib/bbae594,wang2018_starmap,analysis/benchmark,STARmap mouse mPFC dataset
BFAST,BFAST: joint dimension reduction and spatial clustering with Bayesian factor analysis for zero-inflated spatial transcriptomics data,https://doi.org/10.1093/bib/bbae594,wu2023_stereo,analysis/benchmark,Stereo-seq human liver cancer dataset
PMC12061427,PMC12061427,PMC12061427,maynard2021_visium,analysis/benchmark,human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12061427,PMC12061427,PMC12061427,lohoff2022_seqfish,analysis/benchmark,mouse embryo dataset
PMC12061427,PMC12061427,PMC12061427,tasic2016_visium,analysis/benchmark,mouse brain dataset
PMC12061427,PMC12061427,PMC12061427,kleshchevnikov2022_visium,analysis/benchmark,mouse half-brain 10X Visium dataset
PMC12061427,PMC12061427,PMC12061427,yao2023_merfish,analysis/benchmark,MERFISH mouse brain dataset
PMC12061427,PMC12061427,PMC12061427,fang2022_merfish,analysis/benchmark,MERFISH human middle temporal gyrus dataset
PMC12061427,PMC12061427,PMC12061427,luengo2006_fish,analysis/benchmark,Drosophila embryonic development dataset
PMC12061427,PMC12061427,PMC12061427,human_artery_dat_10x_genomics,analysis/benchmark,human artery dataset
PMC12061427,PMC12061427,PMC12061427,asp2019_spatial_tran,analysis/benchmark,human developmental heart dataset
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,sthl2016_visium,analysis/benchmark,Mouse Olfactory Bulb study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,sanders2022_visium,analysis/benchmark,Ovarian Cancer study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,andersson2021_visium,analysis/benchmark,Breast Cancer study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,moffitt2018_merfish,analysis/benchmark,Mouse Brain Hypothalamic region study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,benjamin2024_xenium,analysis/benchmark,Human kidney study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,kapustina2024_xenium,analysis/benchmark,Mouse Brain Anterior Thalamic Nuclei study
PMC11537352,Adding Highly Variable Genes to Spatially Variable Genes Can Improve Cell Type Clustering Performance in Spatial Transcriptomics Data,https://doi.org/10.21203/rs.3.rs-5315913/v1,benjamin2024_cosmx,analysis/benchmark,Human Non-Small Cell Lung Cancer study
PMC11376559,PMC11376559,PMC11376559,maynard2021_visium,analysis/benchmark,human dorsolateral prefrontal cortex dataset
PMC12150484,Integration of single-cell and spatial transcriptomics by SEU-TCA reveals the spatial origin of early cardiac progenitors,https://doi.org/10.1186/s13059-025-03633-3,farah2024_developing_heart_merfish,analysis/benchmark,human heart dataset
PMC12150484,Integration of single-cell and spatial transcriptomics by SEU-TCA reveals the spatial origin of early cardiac progenitors,https://doi.org/10.1186/s13059-025-03633-3,sthl2016_spatial_tran,analysis/benchmark,mouse olfactory bulb dataset
PMC12150484,Integration of single-cell and spatial transcriptomics by SEU-TCA reveals the spatial origin of early cardiac progenitors,https://doi.org/10.1186/s13059-025-03633-3,moncada2020_spatial_tran,analysis/benchmark,pancreatic ductal adenocarcinoma dataset
PMC12150484,Integration of single-cell and spatial transcriptomics by SEU-TCA reveals the spatial origin of early cardiac progenitors,https://doi.org/10.1186/s13059-025-03633-3,peng2019_geoseq,analysis/benchmark,mouse gastrulation dataset (Geo-seq)
PMC12150484,Integration of single-cell and spatial transcriptomics by SEU-TCA reveals the spatial origin of early cardiac progenitors,https://doi.org/10.1186/s13059-025-03633-3,lohoff2022_seqfish,analysis/benchmark,seqFISH data of mouse embryos
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,codeluppi2018_osmfish,analysis/benchmark,osmFISH-brain
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,lin2020_xenium,analysis/benchmark,Xenium-breast
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,lohoff2022_seqfish,analysis/benchmark,seqFISH-embryo
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,sun2024_visium,analysis/benchmark,Spatial aging clock mouse brain
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,maynard2021_visium,analysis/benchmark,SpatialLIBD
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,jaume2024_visiumhd,analysis/benchmark,HEST-1k
PMC12236840,spRefine Denoises and Imputes Spatial Transcriptomics with a Reference-Free Framework Powered by Genomic Language Model,https://doi.org/10.1101/2025.04.22.649977,chen2024_st,analysis/benchmark,STimage-1K4M
PMC11952344,Sequencing-free whole genome spatial transcriptomics at molecular resolution in intact tissue,https://doi.org/10.1101/2025.03.06.641951,a549_cell_cultur2025_raefish,analysis/benchmark,A549 cell culture RAEFISH dataset
PMC11952344,Sequencing-free whole genome spatial transcriptomics at molecular resolution in intact tissue,https://doi.org/10.1101/2025.03.06.641951,perturb_raefish_2025_merfish,analysis/benchmark,Perturb-RAEFISH A549 dataset
PMC11697130,PMC11697130,PMC11697130,wang2018_starmap,analysis/benchmark,Mouse visual cortex STARmap* data
PMC11697130,PMC11697130,PMC11697130,chen2015_merfish_2,analysis/benchmark,Mouse hypothalamic preoptic region MERFISH data
PMC11697130,PMC11697130,PMC11697130,rodriques2019_slideseq,analysis/benchmark,Mouse cerebellum Slide-seq data
PMC11697130,PMC11697130,PMC11697130,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex data
PMC12309169,PMC12309169,PMC12309169,maynard2021_visium,analysis/benchmark,human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12309169,PMC12309169,PMC12309169,chen2022_stereo,analysis/benchmark,mouse hemibrain Stereo-seq data
PMC12309169,PMC12309169,PMC12309169,lohoff2022_seqfish,analysis/benchmark,mouse somite-stage embryo seqFISH data
PMC12309169,PMC12309169,PMC12309169,moffitt2018_merfish,analysis/benchmark,mouse hypothalamic preoptic region MERFISH data
PMC12309169,PMC12309169,PMC12309169,stickels2021_slideseq,analysis/benchmark,mouse hippocampus Slide-seqV2 data
PMC12309169,PMC12309169,PMC12309169,zhao2021_visium,analysis/benchmark,breast cancer sample with invasive ductal carcinoma (IDC)
PMC11546560,PMC11546560,PMC11546560,familial_ipf_lun_visium,analysis/benchmark,Familial IPF lung spatial and scRNA-seq datasets
PMC12809558,PMC12809558,PMC12809558,sthl2016_visium,analysis/benchmark,Mouse Olfactory Bulb Dataset (replicate 1)
PMC12809558,PMC12809558,PMC12809558,sanders2022_visium,analysis/benchmark,Ovarian Cancer Dataset (sample B_GTFB1191)
PMC12809558,PMC12809558,PMC12809558,andersson2021_visium,analysis/benchmark,"Breast Cancer Dataset (HER2 Breast Cancer samples A3, B3, B6, D1, D2, D3, D5, E1)"
PMC12809558,PMC12809558,PMC12809558,moffitt2018_merfish,analysis/benchmark,Mouse Brain Hypothalamus Dataset
PMC12809558,PMC12809558,PMC12809558,benjamin2024_xenium,analysis/benchmark,Human Kidney Dataset
PMC12809558,PMC12809558,PMC12809558,kapustina2024_xenium,analysis/benchmark,Mouse Brain ATN Dataset
PMC12809558,PMC12809558,PMC12809558,he2022_cosmx,analysis/benchmark,Human Non-Small Cell Lung Cancer (NSCLC) Dataset
PMC11416510,PMC11416510,PMC11416510,chen2021_stereo_2,analysis/benchmark,MOB
PMC11416510,PMC11416510,PMC11416510,moffitt2018_merfish,analysis/benchmark,MERFISH
PMC11416510,PMC11416510,PMC11416510,zhu2018_seqfish,analysis/benchmark,cortex_SVZ
PMC12318016,PMC12318016,PMC12318016,sthl2016_spatial_tran,analysis/benchmark,mouse olfactory bulb (mOB) tissue replicate #8
PMC12395962,PMC12395962,PMC12395962,control_tonsil_t_imc,analysis/benchmark,Control Tonsil Tissue
PMC12395962,PMC12395962,PMC12395962,keren2018_mibi,analysis/benchmark,TNBC MIBI dataset
PMC12395962,PMC12395962,PMC12395962,merfish_lung_tum_merfish,analysis/benchmark,MERFISH lung tumor sample
PMC12360703,PMC12360703,PMC12360703,andersson2021_visium,analysis/benchmark,human HER2-positive breast cancer dataset (HER2+)
PMC12360703,PMC12360703,PMC12360703,ji2020_visium,analysis/benchmark,human cutaneous squamous cell carcinoma dataset (cSCC)
PMC8978952,PMC8978952,PMC8978952,spatial_cite_seq_spatialcites,analysis/benchmark,Spatial-CITE-seq mouse tissue dataset
PMC12004221,PMC12004221,PMC12004221,schott2024_st,analysis/benchmark,GSM7990097
PMC12004221,PMC12004221,PMC12004221,cho2021_seqscope_no,analysis/benchmark,"NovaScope dataset (N3_B08C_v2b, N3_B08C_v2bu, N3_B08C_v2c, N3_B08C_v2cu, N3_B08C_v2a)"
PMC12004221,PMC12004221,PMC12004221,chen2022_stereo,analysis/benchmark,Mouse head demo Stereo-seq dataset (#C04042E3)
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,mouse_hindbrain_2025_allen_brain,analysis/benchmark,Mouse hindbrain coronal slice
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,mouse_sagittal_p2025_visium,analysis/benchmark,Mouse sagittal posterior brain slice (serial section 1)
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,maynard2020_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) serial dissections
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,sthl2016_spatial_tran,analysis/benchmark,Mouse olfactory bulb biological replicates
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,mouse_brain_merf2025_merfish,analysis/benchmark,Mouse brain MERFISH slices
PMC12103625,Image guided construction of a common coordinate framework for spatial transcriptome data,https://doi.org/10.1038/s41598-025-01862-x,mouse_brain_hemi2025_xenium,analysis/benchmark,Mouse brain hemisphere (Xenium)
PMC12325965,PMC12325965,PMC12325965,rodriques2019_slideseq,analysis/benchmark,Mouse cerebellum Slide-seq data
PMC12325965,PMC12325965,PMC12325965,chen2015_merfish,analysis/benchmark,Mouse brain receptor map
PMC12325965,PMC12325965,PMC12325965,janesick2023_visium,analysis/benchmark,Human breast cancer dataset
